ID,Author,Group,Year,Focal_insect,Focal_insect_resolved_name,F_Guild,Focal_insect_diet_breadth,Competing_insect,Competing_insect_resolved_name,C_Guild,Competing_insect_diet_breadth,Host_plant,Phylogenetic_distance_between_focal_insect_and_competing_insect,Spatial_separation,temporal_separation,Fitness_component,Control_mean,Control_standard_error,Control_standard_deviation,Control_sample_size,Experimental_mean,Experimental_standard_error,Experimental_standard_deviation,Experimental_sample_size,yi_g,vi
1511,Staley_2,Masters,2011,Brevicoryne_brassicae,"Brevicoryne brassicae (Linnaeus, 1758)",Sucker,17,Plutella_xylostella,"Plutella xylostella Linnaeus, 1767",Chewer,7,Brassica oleracea,671.699292,no separation,no separation,Abundance,244,32,90.50966799,8,108,109,308.2985566,8,0.565840369,0.260005479
1512,Staley_2,Masters,2011,Brevicoryne_brassicae,"Brevicoryne brassicae (Linnaeus, 1758)",Sucker,17,Plutella_xylostella,"Plutella xylostella Linnaeus, 1767",Chewer,7,Brassica oleracea,671.699292,no separation,no separation,Abundance,217,32,90.50966799,8,89.1,24.9,70.42783541,8,1.490913138,0.319463187
1513,Staley_2,Masters,2011,Brevicoryne_brassicae,"Brevicoryne brassicae (Linnaeus, 1758)",Sucker,17,Plutella_xylostella,"Plutella xylostella Linnaeus, 1767",Chewer,7,Brassica oleracea,671.699292,no separation,no separation,Abundance,161,29,82.02438662,8,97.5,19.5,55.15432893,8,0.85882655,0.27304947
1514,Staley_2,Masters,2011,Brevicoryne_brassicae,"Brevicoryne brassicae (Linnaeus, 1758)",Sucker,17,Plutella_xylostella,"Plutella xylostella Linnaeus, 1767",Chewer,7,Brassica oleracea,671.699292,no separation,no separation,Abundance,240,27,76.36753237,8,79.9,19.1,54.02295808,8,2.287991527,0.413590788
1515,Staley_2,Masters,2011,Plutella_xylostella,"Plutella xylostella Linnaeus, 1767",Chewer,19,Brevicoryne_brassicae,"Brevicoryne brassicae (Linnaeus, 1758)",Sucker,17,Brassica oleracea,671.699292,no separation,no separation,RGR,5.19,0.68,1.923330445,8,4.11,0.49,1.385929291,8,0.609024293,0.261590956
1516,Staley_2,Masters,2011,Plutella_xylostella,"Plutella xylostella Linnaeus, 1767",Chewer,19,Brevicoryne_brassicae,"Brevicoryne brassicae (Linnaeus, 1758)",Sucker,17,Brassica oleracea,671.699292,no separation,no separation,RGR,4.42,0.42,1.187939392,8,4.27,0.44,1.244507935,8,0.116553259,0.250424521
1517,Staley_2,Masters,2011,Plutella_xylostella,"Plutella xylostella Linnaeus, 1767",Chewer,19,Brevicoryne_brassicae,"Brevicoryne brassicae (Linnaeus, 1758)",Sucker,17,Brassica oleracea,671.699292,no separation,no separation,RGR,3.56,0.28,0.791959595,8,4.09,0.28,0.791959595,8,-0.632611183,0.262506153
1518,Staley_2,Masters,2011,Plutella_xylostella,"Plutella xylostella Linnaeus, 1767",Chewer,19,Brevicoryne_brassicae,"Brevicoryne brassicae (Linnaeus, 1758)",Sucker,17,Brassica oleracea,671.699292,no separation,no separation,RGR,3.86,0.34,0.961665222,8,4.13,0.39,1.103086579,8,-0.246645731,0.251901066
1519,Staley_2,Masters,2011,Plutella_xylostella,"Plutella xylostella Linnaeus, 1767",Chewer,19,Brevicoryne_brassicae,"Brevicoryne brassicae (Linnaeus, 1758)",Sucker,17,Brassica oleracea,671.699292,no separation,no separation,Body_size,6.48,0.23,0.650538239,8,6.62,0.17,0.480832611,8,-0.231358473,0.251672711
1520,Staley_2,Masters,2011,Plutella_xylostella,"Plutella xylostella Linnaeus, 1767",Chewer,19,Brevicoryne_brassicae,"Brevicoryne brassicae (Linnaeus, 1758)",Sucker,17,Brassica oleracea,671.699292,no separation,no separation,Body_size,6.15,0.14,0.395979798,8,6.23,0.2,0.565685425,8,-0.154881976,0.250749638
1521,Staley_2,Masters,2011,Plutella_xylostella,"Plutella xylostella Linnaeus, 1767",Chewer,19,Brevicoryne_brassicae,"Brevicoryne brassicae (Linnaeus, 1758)",Sucker,17,Brassica oleracea,671.699292,no separation,no separation,Body_size,6.01,0.24,0.67882251,8,6.27,0.14,0.395979798,8,-0.442281448,0.256112902
1522,Staley_2,Masters,2011,Plutella_xylostella,"Plutella xylostella Linnaeus, 1767",Chewer,19,Brevicoryne_brassicae,"Brevicoryne brassicae (Linnaeus, 1758)",Sucker,17,Brassica oleracea,671.699292,no separation,no separation,Body_size,5.8,0.1,0.282842713,8,6.05,0.21,0.593969696,8,-0.508013672,0.258064934
1523,Staley_3,Masters,2007,Stephensia_brunnichella,"Stephensia brunnichella Linnaeus, 1767",Internal_feeder,1,Agriotes_sp.,NA,Chewer,Not found,Clinopodium vulgare,NA,spatial separation,incomplete,Abundance,2.28,0.45,1.492481156,11,1.37,0.34,1.127652429,11,0.661802257,0.191772323
1524,Staley_3,Masters,2007,Stephensia_brunnichella,"Stephensia brunnichella Linnaeus, 1767",Internal_feeder,1,Agriotes_sp.,NA,Chewer,Not found,Clinopodium vulgare,NA,spatial separation,incomplete,Abundance,0.696,0.212,0.703124456,11,1.27,0.49,1.625146147,11,-0.440985822,0.18623792
1525,Staley_3,Masters,2007,Stephensia_brunnichella,"Stephensia brunnichella Linnaeus, 1767",Internal_feeder,1,Agriotes_sp.,NA,Chewer,Not found,Clinopodium vulgare,NA,spatial separation,incomplete,Abundance,0.731,0.184,0.610258961,11,0.662,0.207,0.686541332,11,0.102189421,0.182055515
1526,Staley_3,Masters,2007,Stephensia_brunnichella,"Stephensia brunnichella Linnaeus, 1767",Internal_feeder,1,Agriotes_sp.,NA,Chewer,Not found,Clinopodium vulgare,NA,spatial separation,incomplete,Survival,0.165,NA,NA,11,0.0494,0.0341,0.113096905,11,-0.737337978,9.72897474
1527,Staley_3,Masters,2007,Stephensia_brunnichella,"Stephensia brunnichella Linnaeus, 1767",Internal_feeder,1,Agriotes_sp.,NA,Chewer,Not found,Clinopodium vulgare,NA,spatial separation,incomplete,Development_time,-35.4,1,3.31662479,11,-34,0.7,2.321637353,11,-0.470439292,0.186848026
1528,Staley_3,Masters,2007,Stephensia_brunnichella,"Stephensia brunnichella Linnaeus, 1767",Internal_feeder,1,Agriotes_sp.,NA,Chewer,Not found,Clinopodium vulgare,NA,spatial separation,incomplete,Development_time,-35.1,1.7,5.638262144,11,-30.9,1,3.31662479,11,-0.873460311,0.199157566
1529,Staley_3,Masters,2007,Stephensia_brunnichella,"Stephensia brunnichella Linnaeus, 1767",Internal_feeder,1,Agriotes_sp.,NA,Chewer,Not found,Clinopodium vulgare,NA,spatial separation,incomplete,Body_size,1.21,0.12,0.397994975,11,1.04,0.19,0.63015871,11,0.310292957,0.184006403
1530,Staley_3,Masters,2007,Stephensia_brunnichella,"Stephensia brunnichella Linnaeus, 1767",Internal_feeder,1,Agriotes_sp.,NA,Chewer,Not found,Clinopodium vulgare,NA,spatial separation,incomplete,Body_size,1.59,0.16,0.530659967,11,1.09,0.14,0.464327471,11,0.964649344,0.202967008
1531,Staley_3,Masters,2007,Stephensia_brunnichella,"Stephensia brunnichella Linnaeus, 1767",Internal_feeder,1,Agriotes_sp.,NA,Chewer,Not found,Clinopodium vulgare,NA,spatial separation,incomplete,Body_size,1.42,0.11,0.364828727,11,1.21,0.07,0.232163735,11,0.660637954,0.19173733
1532,Staley_3,Masters,2007,Stephensia_brunnichella,"Stephensia brunnichella Linnaeus, 1767",Internal_feeder,1,Agriotes_sp.,NA,Chewer,Not found,Clinopodium vulgare,NA,spatial separation,incomplete,Body_size,1.36,0.07,0.232163735,11,1.42,0.06,0.198997487,11,-0.266938044,0.183437635
1533,Staley_3,Masters,2007,Stephensia_brunnichella,"Stephensia brunnichella Linnaeus, 1767",Internal_feeder,1,Agriotes_sp.,NA,Chewer,Not found,Clinopodium vulgare,NA,spatial separation,incomplete,RGR,0.0795,0.0355,0.11774018,11,0.0359,0.0125,0.04145781,11,0.475167672,0.186949644
1534,Staley_3,Masters,2007,Stephensia_brunnichella,"Stephensia brunnichella Linnaeus, 1767",Internal_feeder,1,Agriotes_sp.,NA,Chewer,Not found,Clinopodium vulgare,NA,spatial separation,incomplete,RGR,0.032,0.0235,0.077940683,11,0.00507,0.03083,0.102251542,11,0.284946466,0.183663511
1535,Stam,Stam,2017,Mamestra_brassicae,"Mamestra brassicae Linnaeus, 1758",Chewer,14,Brevicoryne_brassicae,"Brevicoryne brassicae (Linnaeus, 1758)",Sucker,17,Brassica oleracea,NA,no separation,complete,Feeding_preference,23,NA,NA,42,19,NA,NA,42,-0.231582105,0.070604106
1536,Stam,Stam,2017,Mamestra_brassicae,"Mamestra brassicae Linnaeus, 1758",Chewer,14,Plutella_xylostella,"Plutella xylostella Linnaeus, 1767",Chewer,7,Brassica oleracea,NA,no separation,complete,Feeding_preference,20,NA,NA,38,18,NA,NA,38,-0.127709716,0.077543108
1537,Stephens,Stephens,2014,Larinus_minutus,"Larinus minutus Gyllenhal, 1835",Internal_feeder,NA,Cyphocleonus_achates,"Cyphocleonus achates (Fåhraeus, 1842)",Internal_feeder,Not found,Centaurea diffusa,NA,no separation,incomplete,Body_size,913,41,158.7923172,15,975,35,135.5544171,15,-0.408597582,0.136115866
1538,Stephens,Stephens,2014,Larinus_minutus,"Larinus minutus Gyllenhal, 1835",Internal_feeder,NA,Cyphocleonus_achates,"Cyphocleonus achates (Fåhraeus, 1842)",Internal_feeder,Not found,Centaurea diffusa,NA,no separation,incomplete,Body_size,691,28,108.4435337,15,738,23,89.07861696,15,-0.460805233,0.136872358
1539,Stout_1,Stout,1996,Spodoptera_exigua,"Spodoptera exigua Hübner, 1803/08",Chewer,19,Helicoverpa_zea,"Helicoverpa zea Boddie, 1850",Chewer,21,Lycopersicon esculentum,99.771252,spatial separation,complete,Body_size,13.6,4,12.64911064,10,18.1,9.5,30.04163777,10,-0.18696841,0.20087393
1540,Stout_1,Stout,1996,Spodoptera_exigua,"Spodoptera exigua Hübner, 1803/08",Chewer,19,Helicoverpa_zea,"Helicoverpa zea Boddie, 1850",Chewer,21,Lycopersicon esculentum,99.771252,spatial separation,complete,Body_size,49.3,10.2,32.25523213,10,24.7,4.8,15.17893277,10,0.934580455,0.221836016
1541,Stout_1,Stout,1996,Spodoptera_exigua,"Spodoptera exigua Hübner, 1803/08",Chewer,19,Helicoverpa_zea,"Helicoverpa zea Boddie, 1850",Chewer,21,Lycopersicon esculentum,99.771252,spatial separation,complete,Body_size,2.5,28.9,91.38982438,10,0.909,0.231,0.73048614,10,0.023576463,0.200013896
1542,Stout_1,Stout,1996,Spodoptera_exigua,"Spodoptera exigua Hübner, 1803/08",Chewer,19,Helicoverpa_zea,"Helicoverpa zea Boddie, 1850",Chewer,21,Lycopersicon esculentum,99.771252,spatial separation,complete,Body_size,30.5,6,18.97366596,10,6.44,1.59,5.02802148,10,1.660072355,0.268896006
1543,Stout_1,Stout,1996,Spodoptera_exigua,"Spodoptera exigua Hübner, 1803/08",Chewer,19,Helicoverpa_zea,"Helicoverpa zea Boddie, 1850",Chewer,21,Lycopersicon esculentum,99.771252,spatial separation,complete,Survival,34.04,NA,NA,10,17,NA,NA,10,-1.239240421,0.109996044
1544,Stout_1,Stout,1996,Spodoptera_exigua,"Spodoptera exigua Hübner, 1803/08",Chewer,19,Helicoverpa_zea,"Helicoverpa zea Boddie, 1850",Chewer,21,Lycopersicon esculentum,99.771252,spatial separation,complete,Survival,35.12,NA,NA,10,26.32,NA,NA,10,-0.799534154,0.126532662
1545,Stout_1,Stout,1996,Spodoptera_exigua,"Spodoptera exigua Hübner, 1803/08",Chewer,19,Helicoverpa_zea,"Helicoverpa zea Boddie, 1850",Chewer,21,Lycopersicon esculentum,99.771252,spatial separation,complete,Survival,35.2,NA,NA,10,18.84,NA,NA,10,-1.277915456,0.123812657
1546,Stout_1,Stout,1996,Spodoptera_exigua,"Spodoptera exigua Hübner, 1803/08",Chewer,19,Helicoverpa_zea,"Helicoverpa zea Boddie, 1850",Chewer,21,Lycopersicon esculentum,99.771252,spatial separation,complete,Body_size,5.52,0.84,3.253306011,15,2.16,0.34,1.316814338,15,1.317245472,0.162252261
1547,Stout_1,Stout,1996,Spodoptera_exigua,"Spodoptera exigua Hübner, 1803/08",Chewer,19,Helicoverpa_zea,"Helicoverpa zea Boddie, 1850",Chewer,21,Lycopersicon esculentum,99.771252,spatial separation,complete,Body_size,17.23,0.92,3.186973486,12,11.58,0.85,2.944486373,12,1.777891585,0.232518718
1548,Stout_1,Stout,1996,Spodoptera_exigua,"Spodoptera exigua Hübner, 1803/08",Chewer,19,Helicoverpa_zea,"Helicoverpa zea Boddie, 1850",Chewer,21,Lycopersicon esculentum,99.771252,spatial separation,complete,Body_size,0.385,0.18,0.697137002,15,0.24,0.04,0.154919334,15,0.27937044,0.134634131
1549,Stout_1,Stout,1996,Spodoptera_exigua,"Spodoptera exigua Hübner, 1803/08",Chewer,19,Helicoverpa_zea,"Helicoverpa zea Boddie, 1850",Chewer,21,Lycopersicon esculentum,99.771252,spatial separation,complete,Body_size,0.449,0.04,0.138564065,12,0.327,0.02,0.069282032,12,1.075224845,0.19075226
1550,Stout_2,Stout,1998,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Helicoverpa_zea,"Helicoverpa zea Boddie, 1850",Chewer,21,Lycopersicon esculentum,671.699293,spatial separation,complete,Abundance,78.2,22.2,73.62907035,11,55.1,11.5,38.14118509,11,0.378973978,0.185082302
1551,Stout_2,Stout,1998,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Helicoverpa_zea,"Helicoverpa zea Boddie, 1850",Chewer,21,Lycopersicon esculentum,671.699293,spatial separation,complete,Abundance,18.2,6.5,21.55806114,11,7.1,2.3,7.628237018,11,0.660331593,0.191728132
1552,Stout_2,Stout,1998,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Helicoverpa_zea,"Helicoverpa zea Boddie, 1850",Chewer,21,Lycopersicon esculentum,671.699293,spatial separation,complete,Abundance,19,5.7,18.90476131,11,3.9,2.8,9.286549413,11,0.97528495,0.203435926
1553,Stout_2,Stout,1998,Spodoptera_exigua,"Spodoptera exigua Hübner, 1803/08",Chewer,19,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Lycopersicon esculentum,671.699293,spatial separation,complete,RGR,0.74,0.07,0.197989899,8,0.46,0.07,0.197989899,8,1.336838727,0.305848056
1554,Stout_2,Stout,1998,Spodoptera_exigua,"Spodoptera exigua Hübner, 1803/08",Chewer,19,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Lycopersicon esculentum,671.699293,spatial separation,complete,RGR,0.54,0.06,0.169705628,8,0.31,0.07,0.197989899,8,1.179104774,0.293446502
1555,Tindall,Stout,2001,Lissorhoptrus_oryzophilus,"Lissorhoptrus oryzophilus Kuschel, 1951",Internal_feeder,2,Spodoptera_frugiperda,"Spodoptera frugiperda Smith & Abbot, 1797",Chewer,31,Oryza sativa,386.686113,no separation,no separation,Abundance,8.56,0.65,2.055480479,10,8.47,0.59,1.86574382,10,0.043908459,0.200048199
1556,Tindall,Stout,2001,Lissorhoptrus_oryzophilus,"Lissorhoptrus oryzophilus Kuschel, 1951",Internal_feeder,2,Spodoptera_frugiperda,"Spodoptera frugiperda Smith & Abbot, 1797",Chewer,31,Oryza sativa,386.686113,no separation,no separation,Abundance,8.56,0.65,2.055480479,10,5.72,0.49,1.549516054,10,1.494214047,0.25581689
1557,Tindall,Stout,2001,Lissorhoptrus_oryzophilus,"Lissorhoptrus oryzophilus Kuschel, 1951",Internal_feeder,2,Spodoptera_frugiperda,"Spodoptera frugiperda Smith & Abbot, 1797",Chewer,31,Oryza sativa,386.686113,no separation,no separation,Body_size,7,0.81,2.561444905,10,7.21,0.79,2.498199352,10,-0.079487818,0.200157958
1558,Tindall,Stout,2001,Lissorhoptrus_oryzophilus,"Lissorhoptrus oryzophilus Kuschel, 1951",Internal_feeder,2,Spodoptera_frugiperda,"Spodoptera frugiperda Smith & Abbot, 1797",Chewer,31,Oryza sativa,386.686113,no separation,no separation,Body_size,7,0.81,2.561444905,10,3.6,0.4,1.264911064,10,1.611860374,0.264952347
1559,Tindall,Stout,2001,Spodoptera_frugiperda,"Spodoptera frugiperda Smith & Abbot, 1797",Chewer,31,Lissorhoptrus_oryzophilus,"Lissorhoptrus oryzophilus Kuschel, 1951",Internal_feeder,2,Oryza sativa,386.686113,no separation,no separation,RGR,0.297,0.008,0.025298221,10,0.185,0.018,0.056920998,10,2.435131116,0.348246589
1560,Tindall,Stout,2001,Spodoptera_frugiperda,"Spodoptera frugiperda Smith & Abbot, 1797",Chewer,31,Lissorhoptrus_oryzophilus,"Lissorhoptrus oryzophilus Kuschel, 1951",Internal_feeder,2,Oryza sativa,386.686113,no separation,no separation,RGR,0.43,0.023,0.072732386,10,0.39,0.018,0.056920998,10,0.586550847,0.208601047
1561,Tindall,Stout,2001,Spodoptera_frugiperda,"Spodoptera frugiperda Smith & Abbot, 1797",Chewer,31,Lissorhoptrus_oryzophilus,"Lissorhoptrus oryzophilus Kuschel, 1951",Internal_feeder,2,Oryza sativa,386.686113,no separation,no separation,RGR,0.322,0.025,0.079056942,10,0.272,0.035,0.110679718,10,0.497856671,0.206196532
1562,Tindall,Stout,2001,Spodoptera_frugiperda,"Spodoptera frugiperda Smith & Abbot, 1797",Chewer,31,Lissorhoptrus_oryzophilus,"Lissorhoptrus oryzophilus Kuschel, 1951",Internal_feeder,2,Oryza sativa,386.686113,no separation,no separation,RGR,0.453,0.013,0.04110961,10,0.404,0.016,0.050596443,10,1.017939121,0.225905001
1563,Tomlin,Tomlin,1992,Leptinotarsa_decemlineata,"Leptinotarsa decemlineata (Say, 1824)",Chewer,21,Empoasca_fabae,"Empoasca fabae Cardoso, 1974",Sucker,13,Solanum tuberosum,NA,no separation,complete,Development_time,-24.5,0.5,1.118033989,5,-27.5,0.5,1.118033989,5,2.422207221,0.693354391
1564,Tomlin,Tomlin,1992,Leptinotarsa_decemlineata,"Leptinotarsa decemlineata (Say, 1824)",Chewer,21,Empoasca_fabae,"Empoasca fabae Cardoso, 1974",Sucker,13,Solanum tuberosum,NA,no separation,complete,Development_time,-25.9,1,2.236067978,5,-24.7,1.1,2.459674775,5,-0.460850594,0.410619163
1565,Tomlin,Tomlin,1992,Leptinotarsa_decemlineata,"Leptinotarsa decemlineata (Say, 1824)",Chewer,21,Empoasca_fabae,"Empoasca fabae Cardoso, 1974",Sucker,13,Solanum tuberosum,NA,no separation,complete,Survival,4.38,NA,NA,5,4.395,NA,NA,5,0.016915047,1.366992682
1566,Tomlin,Tomlin,1992,Leptinotarsa_decemlineata,"Leptinotarsa decemlineata (Say, 1824)",Chewer,21,Empoasca_fabae,"Empoasca fabae Cardoso, 1974",Sucker,13,Solanum tuberosum,NA,no separation,complete,Survival,5,NA,NA,5,0.975,NA,NA,5,-2.132639309,1.131599177
1571,Tomlin,Tomlin,1992,Empoasca_fabae,"Empoasca fabae Cardoso, 1974",Sucker,13,Leptinotarsa_decemlineata,"Leptinotarsa decemlineata (Say, 1824)",Chewer,21,Solanum tuberosum,NA,no separation,complete,Fecundity,0.4,0.2,0.447213596,5,0.6,0.2,0.447213596,5,-0.403701204,0.408148733
1572,Tomlin,Tomlin,1992,Empoasca_fabae,"Empoasca fabae Cardoso, 1974",Sucker,13,Leptinotarsa_decemlineata,"Leptinotarsa decemlineata (Say, 1824)",Chewer,21,Solanum tuberosum,NA,no separation,complete,Fecundity,0.4,0.2,0.447213596,5,0.2,0.2,0.447213596,5,0.403701204,0.408148733
1573,Traw,Traw,2002,Pieris_rapae,"Pieris rapae (Linnaeus, 1758)",Chewer,5,Pieris_rapae,"Pieris rapae (Linnaeus, 1758)",Chewer,5,Brassica nigra,0,no separation,complete,RGR,16.1,2.2,7.621023553,12,11.2,0.9,3.117691454,12,0.812505509,0.180420108
1574,Traw,Traw,2002,Pieris_rapae,"Pieris rapae (Linnaeus, 1758)",Chewer,5,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Brassica nigra,386.686113,no separation,complete,RGR,16.1,2.2,7.621023553,12,12,0.9,3.117691454,12,0.679851548,0.176295794
1575,Traw,Traw,2002,Pieris_rapae,"Pieris rapae (Linnaeus, 1758)",Chewer,5,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Brassica nigra,386.686113,no separation,complete,RGR,11.2,0.9,3.117691454,12,12,0.9,3.117691454,12,-0.247734755,0.167945261
1579,Traw,Traw,2002,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Brassica nigra,0,no separation,complete,RGR,0.0206,0.024,0.083138439,12,0.0286,0.023,0.079674337,12,-0.094855672,0.166854117
1580,Traw,Traw,2002,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Pieris_rapae,"Pieris rapae (Linnaeus, 1758)",Chewer,5,Brassica nigra,386.686113,no separation,complete,RGR,0.0206,0.024,0.083138439,12,0.0226,0.019,0.065817931,12,-0.025752219,0.166680483
1581,Traw,Traw,2002,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Pieris_rapae,"Pieris rapae (Linnaeus, 1758)",Chewer,5,Brassica nigra,386.686113,no separation,complete,RGR,0.0286,0.023,0.079674337,12,0.0286,0.023,0.079674337,12,0,0.166666667
1582,Traw,Traw,2002,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Brassica nigra,0,no separation,complete,RGR,0.064,0.0436,0.15103483,12,0.007,0.0218,0.075517415,12,0.460879953,0.171091882
1583,Traw,Traw,2002,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Pieris_rapae,"Pieris rapae (Linnaeus, 1758)",Chewer,5,Brassica nigra,386.686113,no separation,complete,RGR,0.064,0.0436,0.15103483,12,0.0098,0.0276,0.095609205,12,0.41399109,0.170237263
1584,Traw,Traw,2002,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Pieris_rapae,"Pieris rapae (Linnaeus, 1758)",Chewer,5,Brassica nigra,386.686113,no separation,complete,RGR,0.007,0.0218,0.075517415,12,0.0098,0.0276,0.095609205,12,-0.031378172,0.166687179
1585,Tsueda,Tsueda,1998,Bemisia_argentifolii,"Bemisia argentifolii Bellows & Perring, 1994",Sucker,NA,Trialeurodes_vaporariorum,"Trialeurodes vaporariorum (Westwood, 1856)",Sucker,45,Lycopersicon esculentum,NA,no separation,no separation,Fecundity,4.67,0.85,2.687936011,10,4.67,1.57,4.964775927,10,0,0.2
1586,Tsueda,Tsueda,1998,Bemisia_argentifolii,"Bemisia argentifolii Bellows & Perring, 1994",Sucker,NA,Trialeurodes_vaporariorum,"Trialeurodes vaporariorum (Westwood, 1856)",Sucker,45,Lycopersicon esculentum,NA,no separation,no separation,Fecundity,9.28,3.96,12.52261953,10,9.4,3.75,11.85854123,10,-0.009423257,0.20000222
1587,Tsueda,Tsueda,1998,Trialeurodes_vaporariorum,"Trialeurodes vaporariorum (Westwood, 1856)",Sucker,45,Trialeurodes_vaporariorum,"Trialeurodes vaporariorum (Westwood, 1856)",Sucker,45,Lycopersicon esculentum,0,no separation,no separation,Fecundity,3.92,0.86,2.719558788,10,2.57,1.64,5.186135363,10,0.312217723,0.202436998
1588,Tsueda,Tsueda,1998,Trialeurodes_vaporariorum,"Trialeurodes vaporariorum (Westwood, 1856)",Sucker,45,Trialeurodes_vaporariorum,"Trialeurodes vaporariorum (Westwood, 1856)",Sucker,45,Lycopersicon esculentum,0,no separation,no separation,Fecundity,5.56,2.11,6.672405863,10,6.33,1.63,5.154512586,10,-0.123682045,0.200382431
1589,Tsueda,Tsueda,1998,Bemisia_argentifolii,"Bemisia argentifolii Bellows & Perring, 1994",Sucker,NA,Trialeurodes_vaporariorum,"Trialeurodes vaporariorum (Westwood, 1856)",Sucker,45,Lycopersicon esculentum,NA,no separation,no separation,Development_time,-39.16,4.52,14.29349502,10,-37.22,3.4,10.75174404,10,-0.146896715,0.200539466
1590,Tsueda,Tsueda,1998,Bemisia_argentifolii,"Bemisia argentifolii Bellows & Perring, 1994",Sucker,NA,Trialeurodes_vaporariorum,"Trialeurodes vaporariorum (Westwood, 1856)",Sucker,45,Lycopersicon esculentum,NA,no separation,no separation,Development_time,-18.02,3.03,9.58170131,10,-16.15,2.5,7.90569415,10,-0.20387603,0.201039136
1591,Tsueda,Tsueda,1998,Trialeurodes_vaporariorum,"Trialeurodes vaporariorum (Westwood, 1856)",Sucker,45,Trialeurodes_vaporariorum,"Trialeurodes vaporariorum (Westwood, 1856)",Sucker,45,Lycopersicon esculentum,0,no separation,no separation,Development_time,-31.82,2.91,9.202227991,10,-30.97,3.04,9.613324087,10,-0.086503467,0.200187071
1592,Tsueda,Tsueda,1998,Trialeurodes_vaporariorum,"Trialeurodes vaporariorum (Westwood, 1856)",Sucker,45,Trialeurodes_vaporariorum,"Trialeurodes vaporariorum (Westwood, 1856)",Sucker,45,Lycopersicon esculentum,0,no separation,no separation,Development_time,-26.11,2.33,7.368106948,10,-21.68,2.58,8.158676363,10,-0.545751828,0.207446126
1593,Tsueda,Tsueda,1998,Bemisia_argentifolii,"Bemisia argentifolii Bellows & Perring, 1994",Sucker,NA,Trialeurodes_vaporariorum,"Trialeurodes vaporariorum (Westwood, 1856)",Sucker,45,Lycopersicon esculentum,NA,no separation,no separation,Survival,3.07286,NA,NA,10,2.54515,NA,NA,10,-0.158689051,0.366146727
1594,Tsueda,Tsueda,1998,Bemisia_argentifolii,"Bemisia argentifolii Bellows & Perring, 1994",Sucker,NA,Trialeurodes_vaporariorum,"Trialeurodes vaporariorum (Westwood, 1856)",Sucker,45,Lycopersicon esculentum,NA,no separation,no separation,Survival,7.3312,NA,NA,10,5.6306,NA,NA,10,-0.458739377,0.337031735
1595,Tsueda,Tsueda,1998,Trialeurodes_vaporariorum,"Trialeurodes vaporariorum (Westwood, 1856)",Sucker,45,Trialeurodes_vaporariorum,"Trialeurodes vaporariorum (Westwood, 1856)",Sucker,45,Lycopersicon esculentum,0,no separation,no separation,Survival,2.61464,NA,NA,10,2.15366,NA,NA,10,-0.154245587,0.40758077
1596,Tsueda,Tsueda,1998,Trialeurodes_vaporariorum,"Trialeurodes vaporariorum (Westwood, 1856)",Sucker,45,Trialeurodes_vaporariorum,"Trialeurodes vaporariorum (Westwood, 1856)",Sucker,45,Lycopersicon esculentum,0,no separation,no separation,Survival,1.28436,NA,NA,10,2.9118,NA,NA,10,0.621332479,0.506095093
1597,Tuelher,Tuelher,2016,Euschistus_heros,Euschistus heros (Fabricius 1798),Sucker,3,Piezodorus_guildinii,Piezodorus guildinii (Westwood,Sucker,5,Glycine max,131.400224,no separation,no separation,Abundance,5.23,1.54,3.08,4,4.68,1.17,2.34,4,0.174669079,0.50190683
1598,Tuelher,Tuelher,2016,Euschistus_heros,Euschistus heros (Fabricius 1798),Sucker,3,Piezodorus_guildinii,Piezodorus guildinii (Westwood,Sucker,5,Glycine max,131.400224,no separation,no separation,Abundance,2.78,0.8,1.6,4,1.58,0.6,1.2,4,0.737054186,0.533953055
