ID,Author,Group,Year,Focal_insect,Focal_insect_resolved_name,F_Guild,Focal_insect_diet_breadth,Competing_insect,Competing_insect_resolved_name,C_Guild,Competing_insect_diet_breadth,Host_plant,Phylogenetic_distance_between_focal_insect_and_competing_insect,Spatial_separation,temporal_separation,Fitness_component,Control_mean,Control_standard_error,Control_standard_deviation,Control_sample_size,Experimental_mean,Experimental_standard_error,Experimental_standard_deviation,Experimental_sample_size,yi_g,vi
807,Joern,Joern,1993,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,NA,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,grasses,124.005976,no separation,no separation,Abundance,2.6,0.22,0.491934955,5,1.4,0.5,1.118033989,5,1.254171359,0.47864729
808,Joern,Joern,1993,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,NA,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,grasses,124.005976,no separation,no separation,Abundance,0.993,9.107,20.36387107,5,1.4,0.5,1.118033989,5,-0.025476546,0.400032453
809,Joern,Joern,1993,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,grasses,0,no separation,no separation,Fecundity,25.6,2.5,5.590169944,5,10.6,3,6.708203933,5,2.192963378,0.640454419
810,Joern,Joern,1993,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,grasses,0,no separation,no separation,Other,25.6,2.5,5.590169944,5,7.08,2.23,4.98643159,5,3.156192458,0.898077542
811,Joern,Joern,1993,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,Not found,grasses,124.005976,no separation,no separation,Other,25.6,2.5,5.590169944,5,19.2,4.2,9.391485506,5,0.747561525,0.427942412
812,Joern,Joern,1993,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,Not found,grasses,124.005976,no separation,no separation,Other,10.6,3,6.708203933,5,19.2,4.2,9.391485506,5,-0.951275656,0.445246269
813,Joern,Joern,1993,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,NA,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,Not found,grasses,0,no separation,no separation,Fecundity,27.7,5.2,11.62755348,5,14.6,1.6,3.577708764,5,1.374676416,0.494486762
814,Joern,Joern,1993,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,NA,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,Not found,grasses,0,no separation,no separation,Other,27.7,5.2,11.62755348,5,12.5,1,2.236067978,5,1.638813849,0.534285542
815,Joern,Joern,1993,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,NA,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,grasses,124.005976,no separation,no separation,Other,27.7,5.2,11.62755348,5,26.2,2.2,4.919349551,5,0.151672605,0.401150229
816,Joern,Joern,1993,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,NA,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,grasses,124.005976,no separation,no separation,Other,14.6,1.6,3.577708764,5,26.2,2.2,4.919349551,5,-2.43454144,0.696349601
817,Joern,Joern,1993,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,grasses,0,no separation,no separation,Survival,2.06,NA,NA,5,0.72,NA,NA,5,-0.864699078,0.899212744
818,Joern,Joern,1993,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,grasses,0,no separation,no separation,Survival,2.06,NA,NA,5,0.235,NA,NA,5,-1.608341638,1.943344604
819,Joern,Joern,1993,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,Not found,grasses,124.005976,no separation,no separation,Survival,2.06,NA,NA,5,1.415,NA,NA,5,-0.347833542,0.665280719
820,Joern,Joern,1993,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,Not found,grasses,124.005976,no separation,no separation,Survival,0.72,NA,NA,5,1.415,NA,NA,5,0.516865536,0.958011959
821,Joern,Joern,1993,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,NA,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,Not found,grasses,0,no separation,no separation,Fecundity,2.205,0.441,0.986105978,5,0.51,0.102,0.228078934,5,2.1379112,0.628533215
822,Joern,Joern,1993,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,NA,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,Not found,grasses,0,no separation,no separation,Survival,2.205,NA,NA,5,0,NA,NA,5,-1.333691526,1.048666331
823,Joern,Joern,1993,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,NA,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,grasses,124.005976,no separation,no separation,Survival,2.205,NA,NA,5,1.385,NA,NA,5,-0.437749769,0.664809302
824,Joern,Joern,1993,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,NA,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,grasses,124.005976,no separation,no separation,Survival,0.51,NA,NA,5,1.385,NA,NA,5,0.736851842,1.168833167
825,Joern,Joern,1993,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,grasses,0,no separation,no separation,Fecundity,1.1,0.1,0.264575131,7,1.9,0.3,0.793725393,7,-1.265624342,0.342921606
826,Joern,Joern,1993,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,Not found,grasses,124.005976,no separation,no separation,Fecundity,1.1,0.1,0.264575131,7,1,0.01,#VALUE!,7,0.497799144,0.294564428
827,Joern,Joern,1993,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,Not found,grasses,124.005976,no separation,no separation,Fecundity,1.9,0.3,0.793725393,7,1,0.01,#VALUE!,7,1.500012735,0.366072793
828,Joern,Joern,1993,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,NA,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,Not found,grasses,0,no separation,no separation,Fecundity,1.7,0.2,0.447213596,5,1.6,0.2,0.346410162,3,0.208637382,0.536053931
829,Joern,Joern,1993,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,NA,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,grasses,124.005976,no separation,no separation,Fecundity,1.7,0.2,0.447213596,5,1.3,0.3,0.519615242,3,0.735218431,0.567117467
830,Joern,Joern,1993,Amphitornus_coloradus,"Amphitornus coloradus (Thomas, C., 1873)",Chewer,NA,Ageneotettix_deorum,"Ageneotettix deorum (Scudder, S.H., 1876)",Chewer,1,grasses,124.005976,no separation,no separation,Fecundity,1.6,0.2,0.447213596,5,1.3,0.3,0.519615242,3,0.551413823,0.552336909
831,Johnson,Johnson,2002,Euceraphis_betulae,"Euceraphis betulae (Kaltenbach, 1843)",Sucker,9,Eriocrania_spp.,NA,Sucker,Not found,Betula pendula,NA,no separation,complete,Survival,13.015,NA,NA,19,6.408,NA,NA,18,-0.830069209,0.178600596
832,Johnson,Johnson,2002,Euceraphis_betulae,"Euceraphis betulae (Kaltenbach, 1843)",Sucker,9,Eriocrania_spp.,NA,Sucker,Not found,Betula pendula,NA,no separation,complete,Survival,18.031,NA,NA,19,11.645,NA,NA,17,-1.301052707,0.499565441
833,Johnson,Johnson,2002,Euceraphis_betulae,"Euceraphis betulae (Kaltenbach, 1843)",Sucker,9,Eriocrania_spp.,NA,Sucker,Not found,Betula pendula,NA,no separation,complete,Abundance,0.349,0.099,0.44274146,20,94.9,0.423,1.891713509,20,-67.45601089,56.97891756
834,Johnson,Johnson,2002,Euceraphis_betulae,"Euceraphis betulae (Kaltenbach, 1843)",Sucker,9,Eriocrania_spp.,NA,Sucker,Not found,Betula pendula,NA,no separation,complete,Abundance,0.349,0.099,0.44274146,20,0.064,0.03,0.134164079,20,0.853901303,0.109114343
835,Kagata,Ohgushi,2004,Chaitophorous_saliniger,"Chaitophorus saliniger Shinji, 1924",Sucker,NA,Phyllonorycter_pastorella,Phyllonorycter pastorella (Zeller,Internal_feeder,1,Salix spp.,NA,no separation,no separation,Abundance,8.75,2.15,27.53343422,164,8.75,2.15,27.53343422,164,0,0.012195122
836,Kagata,Ohgushi,2004,Chaitophorous_saliniger,"Chaitophorus saliniger Shinji, 1924",Sucker,NA,Phyllonorycter_pastorella,Phyllonorycter pastorella (Zeller,Internal_feeder,1,Salix spp.,NA,no separation,no separation,Abundance,8.75,2.15,27.53343422,164,2.15,0.37,4.738311936,164,0.333318727,0.012364484
839,Kaplan,Denno,2005,Spodoptera_exigua,"Spodoptera exigua Hübner, 1803/08",Chewer,19,Aphis_gossypii,"Aphis gossypii Glover, 1877",Sucker,171,Gossypium hirsutum,671.69929,no separation,incomplete,Survival,4.2,NA,NA,12,0.42,NA,NA,12,-1.634994443,1.040811215
840,Kaplan,Denno,2005,Lygus_lineolaris,"Lygus lineolaris (Palisot de Beauvois, 1818)",Sucker,16,Aphis_gossypii,"Aphis gossypii Glover, 1877",Sucker,171,Gossypium hirsutum,662.974901,no separation,incomplete,Survival,3.74,NA,NA,17,1.377,NA,NA,17,-0.704951875,0.416168619
841,Kaplan,Denno,2007,Leptinotarsa_decemlineata,"Leptinotarsa decemlineata (Say, 1824)",Chewer,21,Empoasca_fabae,"Empoasca fabae Cardoso, 1974",Sucker,13,Solanum tuberosum,NA,no separation,incomplete,Abundance,0.798,0.252,0.712763635,8,0.549,0.12,0.317490157,7,0.414145021,0.273574346
842,Kaplan,Denno,2007,Leptinotarsa_decemlineata,"Leptinotarsa decemlineata (Say, 1824)",Chewer,21,Empoasca_fabae,"Empoasca fabae Cardoso, 1974",Sucker,13,Solanum tuberosum,NA,no separation,incomplete,Abundance,0.798,0.252,0.712763635,8,0.141,0.054,0.142870571,7,1.162175263,0.312878854
843,Kaplan,Denno,2007,Leptinotarsa_decemlineata,"Leptinotarsa decemlineata (Say, 1824)",Chewer,21,Empoasca_fabae,"Empoasca fabae Cardoso, 1974",Sucker,13,Solanum tuberosum,NA,no separation,incomplete,Abundance,0.798,0.252,0.712763635,8,0.286,0.106,0.299813275,8,0.885171534,0.27448527
844,Kaplan,Denno,2007,Leptinotarsa_decemlineata,"Leptinotarsa decemlineata (Say, 1824)",Chewer,21,Empoasca_fabae,"Empoasca fabae Cardoso, 1974",Sucker,13,Solanum tuberosum,NA,no separation,incomplete,Fecundity,0.5,0.14,0.395979798,8,0.776,0.224,0.592648294,7,-0.523056755,0.276976755
845,Kaplan,Denno,2007,Leptinotarsa_decemlineata,"Leptinotarsa decemlineata (Say, 1824)",Chewer,21,Empoasca_fabae,"Empoasca fabae Cardoso, 1974",Sucker,13,Solanum tuberosum,NA,no separation,incomplete,Fecundity,0.5,0.14,0.395979798,8,0.889,0.221,0.58471104,7,-0.74374123,0.28629551
846,Kaplan,Denno,2007,Leptinotarsa_decemlineata,"Leptinotarsa decemlineata (Say, 1824)",Chewer,21,Empoasca_fabae,"Empoasca fabae Cardoso, 1974",Sucker,13,Solanum tuberosum,NA,no separation,incomplete,Fecundity,0.5,0.14,0.395979798,8,0.743,0.23,0.650538239,8,-0.426551325,0.255685814
847,Kaplan,Denno,2007,Leptinotarsa_decemlineata,"Leptinotarsa decemlineata (Say, 1824)",Chewer,21,Empoasca_fabae,"Empoasca fabae Cardoso, 1974",Sucker,13,Solanum tuberosum,NA,no separation,incomplete,Abundance,26.8,4.4,12.44507935,8,31.3,7.5,19.84313483,7,-0.260055773,0.270111443
848,Kaplan,Denno,2007,Leptinotarsa_decemlineata,"Leptinotarsa decemlineata (Say, 1824)",Chewer,21,Empoasca_fabae,"Empoasca fabae Cardoso, 1974",Sucker,13,Solanum tuberosum,NA,no separation,incomplete,Abundance,26.8,4.4,12.44507935,8,15.9,4.4,11.64130577,7,0.849012318,0.29188454
849,Kaplan,Denno,2007,Leptinotarsa_decemlineata,"Leptinotarsa decemlineata (Say, 1824)",Chewer,21,Empoasca_fabae,"Empoasca fabae Cardoso, 1974",Sucker,13,Solanum tuberosum,NA,no separation,incomplete,Abundance,26.8,4.4,12.44507935,8,10.6,2.4,6.788225099,8,1.527704021,0.322933737
850,Kaplan,Denno,2007,Leptinotarsa_decemlineata,"Leptinotarsa decemlineata (Say, 1824)",Chewer,21,Empoasca_fabae,"Empoasca fabae Cardoso, 1974",Sucker,13,Solanum tuberosum,NA,no separation,incomplete,Abundance,82.7,14.7,65.74039854,20,112,14,62.60990337,20,-0.447349113,0.102501515
851,Kaplan,Denno,2007,Leptinotarsa_decemlineata,"Leptinotarsa decemlineata (Say, 1824)",Chewer,21,Empoasca_fabae,"Empoasca fabae Cardoso, 1974",Sucker,13,Solanum tuberosum,NA,no separation,incomplete,Abundance,82.7,14.7,65.74039854,20,72.3,10.6,47.40464112,20,0.177858123,0.100395419
852,Kaplan,Denno,2007,Leptinotarsa_decemlineata,"Leptinotarsa decemlineata (Say, 1824)",Chewer,21,Empoasca_fabae,"Empoasca fabae Cardoso, 1974",Sucker,13,Solanum tuberosum,NA,no separation,incomplete,Abundance,82.7,14.7,65.74039854,20,54.9,11,49.19349551,20,0.469296008,0.102752984
853,Kaplan,Denno,2007,Leptinotarsa_decemlineata,"Leptinotarsa decemlineata (Say, 1824)",Chewer,21,Empoasca_fabae,"Empoasca fabae Cardoso, 1974",Sucker,13,Solanum tuberosum,NA,no separation,incomplete,Abundance,55.9,6.6,29.5160973,20,55.3,19,84.97058315,20,0.009245593,0.100001069
854,Kaplan,Denno,2007,Leptinotarsa_decemlineata,"Leptinotarsa decemlineata (Say, 1824)",Chewer,21,Empoasca_fabae,"Empoasca fabae Cardoso, 1974",Sucker,13,Solanum tuberosum,NA,no separation,incomplete,Abundance,55.9,6.6,29.5160973,20,6.81,3.19,14.2661137,20,2.075558406,0.153849284
855,Kaplan,Denno,2007,Leptinotarsa_decemlineata,"Leptinotarsa decemlineata (Say, 1824)",Chewer,21,Empoasca_fabae,"Empoasca fabae Cardoso, 1974",Sucker,13,Solanum tuberosum,NA,no separation,incomplete,Abundance,55.9,6.6,29.5160973,20,2.6,2.01,8.98899327,20,2.394408662,0.171664911
856,Karban,Denno,1986,Philaenus_spumarius,"Philaenus spumarius (Linn�, 1758)",Sucker,8,Platyptilia_williamsii,"Platyptilia williamsii Grinnell, 1908",Chewer,1,Erigeron glaucus,NA,no separation,no separation,Other,23.4,1.7,9.311283478,30,16.9,1.6,8.76356092,30,0.709558496,0.070862277
857,Karban,Denno,1986,Platyptilia_williamsii,"Platyptilia williamsii Grinnell, 1908",Chewer,7,Philaenus_spumarius,"Philaenus spumarius (Linné, 1758)",Sucker,8,Erigeron glaucus,NA,no separation,no separation,Other,7.4,1.18,6.463126179,30,5.07,0.64,3.505424368,30,0.442335328,0.068297171
858,Karban,Denno,2012,Platyprepia_virginalis,"Platyprepia virginalis Boisduval, 1852",Chewer,5,Orgyia_vetusta,"Orgyia vetusta Boisduval, 1852",Chewer,Not found,Lupinus arboreus,NA,no separation,no separation,Abundance,0.49,0.15,0.335410197,5,0.93,0.26,0.581377674,5,-0.836884112,0.435018751
859,Karban,Denno,2012,Platyprepia_virginalis,"Platyprepia virginalis Boisduval, 1852",Chewer,5,Orgyia_vetusta,"Orgyia vetusta Boisduval, 1852",Chewer,Not found,Lupinus arboreus,NA,no separation,no separation,Survival,44,NA,NA,54,44,NA,NA,55,-0.057763745,0.086818599
860,Kareiva,Kareiva,1982,Phyllotreta_striolata,"Phyllotreta striolata (Fabricius, 1801), 1801)",Chewer,33,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Brassica oleracea,89.681511,no separation,no separation,Abundance,50.3,NA,31.5,15,94.7,NA,47.2,10,-1.117613767,0.191647877
861,Kareiva,Kareiva,1982,Phyllotreta_striolata,"Phyllotreta striolata (Fabricius, 1801), 1801)",Chewer,33,Pieris_rapae,"Pieris rapae (Linnaeus, 1758)",Chewer,5,Brassica oleracea,386.686112,no separation,no separation,Abundance,50.3,NA,31.5,15,60.9,NA,26.8,10,-0.344541184,0.169040839
862,Kareiva,Kareiva,1982,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Phyllotreta_striolata,"Phyllotreta striolata (Fabricius, 1801), 1801)",Chewer,33,Brassica oleracea,89.681511,no separation,no separation,Abundance,78.6,NA,44.4,15,73.7,NA,38.4,10,0.112401267,0.166919348
863,Kareiva,Kareiva,1982,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Pieris_rapae,"Pieris rapae (Linnaeus, 1758)",Chewer,5,Brassica oleracea,386.686113,no separation,no separation,Abundance,78.6,NA,44.4,15,73.4,NA,33.1,10,0.124594839,0.166977144
864,Kareiva,Kareiva,1982,Phyllotreta_striolata,"Phyllotreta striolata (Fabricius, 1801), 1801)",Chewer,33,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Brassica oleracea,89.681511,no separation,no separation,Abundance,81.4,NA,44.1,14,100.7,NA,56.1,9,-0.379464676,0.185669975
865,Kareiva,Kareiva,1982,Phyllotreta_striolata,"Phyllotreta striolata (Fabricius, 1801), 1801)",Chewer,33,Pieris_rapae,"Pieris rapae (Linnaeus, 1758)",Chewer,5,Brassica oleracea,386.686112,no separation,no separation,Abundance,81.4,NA,44.1,14,90.9,NA,54.5,9,-0.189459719,0.183320008
866,Kareiva,Kareiva,1982,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Phyllotreta_striolata,"Phyllotreta striolata (Fabricius, 1801), 1801)",Chewer,33,Brassica oleracea,89.681511,no separation,no separation,Abundance,89.2,NA,57.6,14,86.4,NA,40.9,10,0.052564141,0.171486134
867,Kareiva,Kareiva,1982,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Pieris_rapae,"Pieris rapae (Linnaeus, 1758)",Chewer,5,Brassica oleracea,386.686113,no separation,no separation,Abundance,89.2,NA,57.6,14,90.2,NA,47.2,9,-0.017889116,0.18254664
868,Kareiva,Kareiva,1982,Phyllotreta_striolata,"Phyllotreta striolata (Fabricius, 1801), 1801)",Chewer,33,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Brassica oleracea,89.681511,no separation,no separation,Abundance,125.5,NA,59.5,6,131,NA,78.2,5,-0.073435999,0.366911796
869,Kareiva,Kareiva,1982,Phyllotreta_striolata,"Phyllotreta striolata (Fabricius, 1801), 1801)",Chewer,33,Pieris_rapae,"Pieris rapae (Linnaeus, 1758)",Chewer,5,Brassica oleracea,386.686112,no separation,no separation,Abundance,125.5,NA,59.5,6,134,NA,59.7,5,-0.130358628,0.367439093
870,Kareiva,Kareiva,1982,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Phyllotreta_striolata,"Phyllotreta striolata (Fabricius, 1801), 1801)",Chewer,33,Brassica oleracea,89.681511,no separation,no separation,Abundance,52.3,NA,50.2,6,56.4,NA,41.5,5,-0.080518347,0.366961358
871,Kareiva,Kareiva,1982,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Pieris_rapae,"Pieris rapae (Linnaeus, 1758)",Chewer,5,Brassica oleracea,386.686113,no separation,no separation,Abundance,52.3,NA,50.2,6,66,NA,51.4,5,-0.246765204,0.369434533
872,Kareiva,Kareiva,1982,Phyllotreta_striolata,"Phyllotreta striolata (Fabricius, 1801), 1801)",Chewer,33,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Brassica oleracea,89.681511,no separation,no separation,Abundance,14.1,NA,8.2,9,20,NA,15.8,10,-0.440294136,0.216212662
873,Kareiva,Kareiva,1982,Phyllotreta_striolata,"Phyllotreta striolata (Fabricius, 1801), 1801)",Chewer,33,Pieris_rapae,"Pieris rapae (Linnaeus, 1758)",Chewer,5,Brassica oleracea,386.686112,no separation,no separation,Abundance,14.1,NA,8.2,9,32.6,NA,21.3,9,-1.091565428,0.255319863
874,Kareiva,Kareiva,1982,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Pieris_rapae,"Pieris rapae (Linnaeus, 1758)",Chewer,5,Brassica oleracea,386.686113,no separation,no separation,Abundance,88.1,NA,45.9,9,122.9,NA,44.6,9,-0.732265526,0.237117022
875,Kareiva,Kareiva,1982,Phyllotreta_striolata,"Phyllotreta striolata (Fabricius, 1801), 1801)",Chewer,33,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Brassica oleracea,89.681511,no separation,no separation,Abundance,6.6,NA,3.9,6,6.7,NA,4,6,-0.023358777,0.333356068
876,Kareiva,Kareiva,1982,Phyllotreta_striolata,"Phyllotreta striolata (Fabricius, 1801), 1801)",Chewer,33,Pieris_rapae,"Pieris rapae (Linnaeus, 1758)",Chewer,5,Brassica oleracea,386.686112,no separation,no separation,Abundance,6.6,NA,3.9,6,5.7,NA,3,6,0.238694328,0.335707291
877,Kareiva,Kareiva,1982,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Pieris_rapae,"Pieris rapae (Linnaeus, 1758)",Chewer,5,Brassica oleracea,386.686113,no separation,no separation,Abundance,45.2,NA,30.5,6,42.8,NA,34.2,6,0.068345504,0.333527963
878,Kareiva,Kareiva,1982,Phyllotreta_striolata,"Phyllotreta striolata (Fabricius, 1801), 1801)",Chewer,33,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Brassica oleracea,89.681511,no separation,no separation,Abundance,8.5,NA,8.7,6,10.8,NA,16.1,6,-0.164008836,0.334454121
879,Kareiva,Kareiva,1982,Phyllotreta_striolata,"Phyllotreta striolata (Fabricius, 1801), 1801)",Chewer,33,Pieris_rapae,"Pieris rapae (Linnaeus, 1758)",Chewer,5,Brassica oleracea,386.686112,no separation,no separation,Abundance,8.5,NA,8.7,6,12,NA,11.4,6,-0.318493572,0.337559923
880,Kareiva,Kareiva,1982,Phyllotreta_cruciferae,"Phyllotreta cruciferae (Goeze, 1777)",Chewer,19,Pieris_rapae,"Pieris rapae (Linnaeus, 1758)",Chewer,5,Brassica oleracea,386.686113,no separation,no separation,Abundance,37.5,NA,44.9,6,51.4,NA,65.1,6,-0.229367643,0.335525396
881,Kean,Muller,2004,Aphis_urticata,"Aphis urticata Stewart, 1802",Sucker,2,Microlophium_carnosum,"Microlophium carnosum (Buckton, 1876)",Sucker,4,Urtica dioica,68.361413,spatial separation,no separation,Abundance,41.2,NA,6.3,10,29.8,NA,6.1,10,1.760604761,0.277493228
882,Kean,Muller,2004,Microlophium_carnosum,"Microlophium carnosum (Buckton, 1876)",Sucker,4,Aphis_urticata,"Aphis urticata Stewart, 1802",Sucker,2,Urtica dioica,68.361413,no separation,no separation,Abundance,34.2,NA,4.8,10,23.7,NA,5.2,10,2.009450579,0.300947291
883,Kean,Muller,2004,Aphis_urticata,"Aphis urticata Stewart, 1802",Sucker,2,Microlophium_carnosum,"Microlophium carnosum (Buckton, 1876)",Sucker,4,Urtica dioica,68.361413,no separation,no separation,Abundance,29.8,NA,6.1,10,36.9,NA,7.2,10,-1.018970421,0.225957518
884,Kean,Muller,2004,Aphis_urticata,"Aphis urticata Stewart, 1802",Sucker,2,Microlophium_carnosum,"Microlophium carnosum (Buckton, 1876)",Sucker,4,Urtica dioica,68.361413,spatial separation,no separation,Abundance,27.2,NA,6.4,10,38.1,NA,7.9,10,-1.451942542,0.252703429
885,Kean,Muller,2004,Microlophium_carnosum,"Microlophium carnosum (Buckton, 1876)",Sucker,4,Aphis_urticata,"Aphis urticata Stewart, 1802",Sucker,2,Urtica dioica,68.361413,no separation,no separation,Abundance,1.19,NA,0.49,10,1.05,NA,0.52,10,0.265369101,0.201760519
886,Kean,Muller,2004,Aphis_urticata,"Aphis urticata Stewart, 1802",Sucker,2,Microlophium_carnosum,"Microlophium carnosum (Buckton, 1876)",Sucker,4,Urtica dioica,68.361413,no separation,no separation,Abundance,38.1,NA,7.9,10,32.5,NA,11.6,10,0.540391084,0.207300563
887,Kean,Muller,2004,Aphis_urticata,"Aphis urticata Stewart, 1802",Sucker,2,Microlophium_carnosum,"Microlophium carnosum (Buckton, 1876)",Sucker,4,Urtica dioica,68.361413,spatial separation,no separation,Abundance,34.7,NA,18.5,10,40.8,NA,12.4,10,-0.370940975,0.20343993
888,Kean,Muller,2004,Microlophium_carnosum,"Microlophium carnosum (Buckton, 1876)",Sucker,4,Aphis_urticata,"Aphis urticata Stewart, 1802",Sucker,2,Urtica dioica,68.361413,no separation,no separation,Abundance,3.7,NA,1.98,10,2.47,NA,3.21,10,0.441679047,0.20487701
889,Kean,Muller,2004,Aphis_urticata,"Aphis urticata Stewart, 1802",Sucker,2,Microlophium_carnosum,"Microlophium carnosum (Buckton, 1876)",Sucker,4,Urtica dioica,68.361413,no separation,no separation,Abundance,40.7,NA,12.5,10,38.1,NA,15.1,10,0.17963086,0.200806681
